name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
bucharest,2023-08-15T00:00:00,23,23,11.7,49,0,0,,0,0,14.4,0.3,56,1020.8,30.4,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T01:00:00,22.3,22.3,12.2,52.7,0,0,,0,0,11.9,3.6,28,1021.1,24.1,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T02:00:00,21.4,21.4,11.9,55,0,0,,0,0,9.4,0.3,16,1021,0.6,10.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T03:00:00,20.8,20.8,12.7,59.82,0,0,,0,0,13.3,3.9,9,1020.2,0.2,10.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T04:00:00,20.8,20.8,13.6,63.25,0,0,,0,0,14.8,3.9,19,1020.1,0.8,10.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T05:00:00,21.6,21.6,13.2,58.82,0,0,,0,0,16.6,3.9,29,1019.5,38.9,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T06:00:00,22.4,22.4,12.6,54.05,0,0,,0,0,24.8,7.2,39,1019,87.6,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T07:00:00,22.3,22.3,13.1,56.03,0,0,,0,0,29.2,7.2,40,1018.9,99.7,10.2,0,0,0,,Overcast,cloudy,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T08:00:00,22.7,22.7,12.1,51.41,0,0,,0,0,23,11,60,1018.1,100,10.2,0,0,0,,Overcast,cloudy,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T09:00:00,23.1,23.1,13.3,54.04,0.103,100,rain,0,0,27,3.9,42,1019.9,90,10.2,0,0,0,,"Rain, Partially cloudy",rain,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T10:00:00,24.3,24.3,13.4,50.4,0,0,,0,0,31.7,7.4,40,1020,90,10.2,1,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T11:00:00,26.1,26.1,14.1,47.54,0,0,,0,0,36,7.5,40,1019.8,88,10.2,0,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T12:00:00,27.3,27.4,14.6,45.71,0,0,,0,0,43.9,7.7,50,1019.9,88,10.2,5,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T13:00:00,28.3,28.3,15.1,44.49,0,0,,0,0,49.7,7.8,41,1019.2,88,10.2,4,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T14:00:00,31.7,31.5,15.5,37.79,0,0,,0,0,49.3,7.9,50,1018.5,50.6,10.2,3,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T15:00:00,32,31.6,15.1,36.12,0,0,,0,0,45.7,8,61,1018.2,78.3,10.2,3,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T16:00:00,33,33,16,35.97,0,0,,0,0,44.6,7.9,61,1017.7,41.7,10.2,2,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T17:00:00,32.7,32.6,15.8,36.13,0,0,,0,0,43.6,8.1,50,1017.1,12.9,10.2,1,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T18:00:00,32.8,32.4,15,34.36,0,0,,0,0,42.5,7.9,59,1016.9,10.2,10.2,1,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T19:00:00,31.3,30.6,14.2,35.39,0,0,,0,0,40,7.8,51,1017.1,4.4,10.2,0,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T20:00:00,29.3,29.2,15.1,42.03,0,0,,0,0,32.8,4.3,59,1017.2,10.9,10.2,0,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T21:00:00,27.8,28,15.3,46.36,0,0,,0,0,18,4,50,1017.7,77.5,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T22:00:00,26.9,27.2,15.1,48.57,0,0,,0,0,17.3,4,60,1018.4,87.3,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-15T23:00:00,26.3,26.3,15.3,50.8,0,0,,0,0,17.6,4,61,1018.7,85.7,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T00:00:00,25.6,25.6,15.3,53.12,0,0,,0,0,18.7,3.7,60,1018.7,84,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T01:00:00,25,25,14.6,52.49,0,0,,0,0,19.1,3.9,51,1018.8,75,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T02:00:00,24.5,24.5,14.1,52.41,0,0,,0,0,18.4,7.3,38,1018.1,85.5,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T03:00:00,23.9,23.9,14.1,54.26,0,0,,0,0,20.5,7.2,29,1017.6,78.8,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T04:00:00,23.3,23.3,14,56.06,0,0,,0,0,24.5,4,30,1017,56.6,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T05:00:00,23.1,23.1,13.8,55.84,0,0,,0,0,25.2,4,20,1017.2,60,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T06:00:00,23.6,23.6,14.6,56.97,0,0,,0,0,28.4,7.4,30,1017,97.4,10.2,0,0,0,,Overcast,cloudy,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T07:00:00,20.5,20.5,17,80.79,0,0,,0,0,25.9,3.9,48,1017.5,90,10,0,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T08:00:00,23.1,23.1,15.5,62.45,0,0,,0,0,38.5,7.5,50,1016.9,89.4,10.2,1,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T09:00:00,23.9,23.9,15.3,58.64,0.63,100,rain,0,0,33.8,4,60,1017.9,89.4,10.2,0,0,0,,"Rain, Partially cloudy",rain,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T10:00:00,24.9,24.9,16.5,59.76,0,0,,0,0,35.6,3.7,43,1018,90,10.2,0,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T11:00:00,25.9,25.9,16.3,55.44,0,0,,0,0,42.5,4,51,1018.1,99.3,10.2,0,0,0,,Overcast,cloudy,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T12:00:00,26.9,27.8,18,58.28,0,0,,0,0,42.8,7.6,50,1017.4,90.1,10.2,2,0,0,,Overcast,cloudy,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T13:00:00,31.2,31.4,16.6,41.7,0,0,,0,0,37.8,7.7,51,1017.2,59.8,10.2,1,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T14:00:00,33.3,33.8,17,37.76,0,0,,0,0,40.7,7.9,60,1017.1,61.8,10.2,1,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T15:00:00,32.6,32.7,16.3,37.54,0.46,100,rain,0,0,42.1,11.5,60,1017,60.6,10.2,2,0,0,,"Rain, Partially cloudy",rain,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T16:00:00,33.5,34,17,37.44,0,0,,0,0,40.3,7.9,61,1016.6,40.8,10.2,1,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T17:00:00,34,34.3,16.3,34.68,0,0,,0,0,41.8,8,60,1016.2,41.7,10.2,1,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T18:00:00,33.6,32.8,13.7,30.01,0,0,,0,0,38.2,4.4,89,1016.1,50.7,10.2,1,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T19:00:00,32.4,31.7,14.2,33.31,0,0,,0,0,31,7.8,62,1016.1,50,10.2,0,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T20:00:00,30.4,29.5,12.9,34.16,0,0,,0,0,27,4.3,62,1016.5,11.7,10.2,0,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T21:00:00,28.2,27.8,13.2,39.64,0,0,,0,0,15.1,3.7,62,1016.8,39.9,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T22:00:00,25.5,25.5,13.9,48.66,0,0,,0,0,14.4,0.3,35,1017.3,49.1,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-16T23:00:00,23.8,23.8,14.2,54.72,0,0,,0,0,13,0.3,34,1017.5,38.9,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T00:00:00,22.9,22.9,14.6,59.56,0,0,,0,0,7.6,3.7,18,1017.3,9.8,10.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T01:00:00,22.5,22.5,14.7,61.19,0,0,,0,0,7.6,3.7,9,1017.3,0.2,10.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T02:00:00,22,22,15.5,66.66,0,0,,0,0,9.4,3.6,18,1017.2,0.2,10.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T03:00:00,22.4,22.4,15.8,66.22,0,0,,0,0,10.1,3.6,19,1017.1,0.6,10.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T04:00:00,22.3,22.3,16.3,68.96,0,0,,0,0,10.1,3.7,28,1016.8,0.8,10.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T05:00:00,22.4,22.4,15.8,66.39,0,0,,0,0,10.8,3.7,28,1016.6,0.6,10.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T06:00:00,22.7,22.7,15.8,65.39,0,0,,0,0,12.6,3.6,37,1016.6,0.8,10.2,0,0,0,,Clear,clear-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T07:00:00,22.7,22.7,15.8,65.17,0,0,,0,0,15.1,3.9,38,1016.7,10,10.2,0,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T08:00:00,23,23,16,64.76,0,0,,0,0,17.3,3.9,50,1016.9,0.8,10.2,5,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T09:00:00,24.7,24.7,16.3,59.57,0.007,100,rain,0,0,23.4,4,40,1017,33.7,10.2,9,0,0,,"Rain, Partially cloudy",rain,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T10:00:00,28,28.5,16.6,49.88,0,0,,0,0,27.7,7.6,41,1016.8,0.6,10.2,7,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T11:00:00,31.1,31.3,16.5,41.55,0,0,,0,0,32.4,7.3,32,1016.8,1,10.2,3,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T12:00:00,32.5,32.4,15.8,36.57,0,0,,0,0,36.7,7.6,49,1016.7,0.2,10.2,5,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T13:00:00,33.7,33.2,14.6,31.65,0,0,,0,0,39.6,7.6,41,1016.3,27.9,10.2,4,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T14:00:00,35.1,34.2,13.1,26.54,0,0,,0,0,32.4,7.6,50,1016.1,30,10,3,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15421099999"
bucharest,2023-08-17T15:00:00,34.6,33.6,13.1,27.47,0,0,,0,0,38.2,7.9,52,1015.7,49.2,10.2,3,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T16:00:00,34.6,33.8,13.6,28.33,0,0,,0,0,38.2,7.6,60,1015.3,50.1,10.2,2,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T17:00:00,34.1,32.8,12.1,26.36,0,0,,0,0,36.7,25.9,60,1016,75.3,10,1,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15421099999"
bucharest,2023-08-17T18:00:00,32.4,31.3,12.9,30.56,0,0,,0,0,34.9,15.1,64.3,1015,58,,,,,,Partially cloudy,partly-cloudy-day,remote
bucharest,2023-08-17T19:00:00,31.4,30.4,13,32.67,0,0,,0,0,32.4,4,59,1015.2,89.2,10.2,0,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T20:00:00,29.7,29.4,14.8,40.39,0,0,,0,0,26.3,3.7,30,1015.2,60.5,10.2,0,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15421099999,15402099999"
bucharest,2023-08-17T21:00:00,28.6,28.2,13.5,39.65,0,0,,0,0,11.2,3.8,50,1015.5,52.5,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T22:00:00,27.6,27.4,13.3,41.45,0,0,,0,0,10.8,3.6,50,1016.1,40.8,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-17T23:00:00,25.4,25.4,13.4,47.22,0,0,,0,0,15.1,0.3,63,1016.3,30.8,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T00:00:00,24.9,24.9,13.7,49.85,0,0,,0,0,14.8,0.3,66,1016.3,40.6,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T01:00:00,23.3,23.3,14.5,57.81,0,0,,0,0,14.4,0.4,5,1016.4,39.6,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T02:00:00,22.9,22.9,15.3,62.22,0,0,,0,0,10.8,3.7,28,1016.6,39.4,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T03:00:00,22.9,22.9,15.3,62.29,0,0,,0,0,7.9,3.6,10,1016.6,30.3,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T04:00:00,22.4,22.4,15.3,64.14,0,0,,0,0,10.4,3.6,18,1016.7,78.1,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T05:00:00,21.8,21.8,15.5,67.61,0,0,,0,0,11.9,3.6,40,1016.8,78.3,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T06:00:00,21.6,21.6,15.6,68.95,0,0,,0,0,11.9,3.7,29,1016.8,50,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T07:00:00,21.6,21.6,15.6,68.71,0,0,,0,0,12.6,3.6,39,1016.9,31.6,10.2,0,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T08:00:00,23.1,23.1,15.6,62.67,0,0,,0,0,14.8,3.7,49,1017.1,49.9,10.2,2,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T09:00:00,24.9,24.9,16,57.88,0,0,,0,0,19.1,4.2,51,1017.1,39.9,10.2,9,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T10:00:00,28.1,28.5,16.5,49.22,0,0,,0,0,24.5,4,42,1017.2,29.6,10.2,6,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T11:00:00,31.8,32,16.6,40.24,0,0,,0,0,28.1,4,42,1017.1,9.9,10.2,5,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T12:00:00,34,34.1,16.1,34.38,0,0,,0,0,29.9,4.2,51,1017,9.9,10.2,5,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T13:00:00,34.9,34.9,15.5,31.5,0,0,,0,0,32.8,7.5,63,1017.1,11.9,10.2,4,0,0,,Clear,clear-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T14:00:00,35.9,35.9,15.3,29.45,0,0,,0,0,33.5,4.3,90,1016.9,49.7,10.2,4,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T15:00:00,36.5,36.5,15.3,28.55,0,0,,0,0,32,7.6,52,1016.3,49.9,10.2,1,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T16:00:00,34.7,34.5,15.1,30.99,0,0,,0,0,31.7,7.6,51,1016.3,89.2,10.2,2,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T17:00:00,32.8,32.6,15.5,35.27,0,0,,0,0,29.5,4.2,60,1016.4,99.2,10.2,1,0,0,,Overcast,cloudy,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T18:00:00,32.2,32,15.8,37.39,0,0,,0,0,31.7,4.3,51,1015.6,99.9,10.2,1,0,0,,Overcast,cloudy,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T19:00:00,32.1,32.1,16,37.91,0,0,,0,0,28.8,4,42,1016.1,99.8,10.2,0,0,0,,Overcast,cloudy,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T20:00:00,31.3,31.4,16.1,39.94,0,0,,0,0,26.3,3.9,50,1016.4,90,10.2,0,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T21:00:00,29.7,29.4,15.1,41.25,0,0,,0,0,13.3,0.6,52,1016.2,99.2,10.2,0,0,0,,Overcast,cloudy,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T22:00:00,29.1,28.7,14.2,40.09,0,0,,0,0,16.9,4,60,1016.2,88.9,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-18T23:00:00,27.9,27.8,14.3,43.52,0,0,,0,0,28.4,0.6,112,1017.3,87.5,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T00:00:00,27.3,27.4,14.1,44.37,0,0,,0,0,27.7,3.6,122,1017.6,88.1,10,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T01:00:00,26.8,27,13.9,45.06,0,0,,0,0,14.4,0.3,140,1017.5,87.4,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T02:00:00,24.4,24.4,14.3,53.6,0,0,,0,0,16.2,0.3,58,1017.6,80.6,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T03:00:00,23.1,23.1,14.2,57.35,0,0,,0,0,7.6,0.4,17,1017.7,59.1,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T04:00:00,24,24,13.9,53.27,0,0,,0,0,10.8,3.7,17,1017.6,87,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T05:00:00,22.4,22.4,14.1,59.43,0,0,,0,0,11.2,3.6,31,1017.5,77.3,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T06:00:00,22.9,22.9,14.2,57.81,0,0,,0,0,28.1,3.6,39,1017.7,86.9,10.2,0,0,0,,Partially cloudy,partly-cloudy-night,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T07:00:00,21.2,21.2,14.1,63.95,0,0,,0,0,13,0.3,353,1018.1,60,10.2,0,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T08:00:00,23.1,23.1,15.6,62.75,0,0,,0,0,22,3.7,30,1018.1,59.4,10.2,4,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T09:00:00,25.4,25.4,16.3,57.36,0,0,,0,0,19.8,4,50,1018.3,41.5,10.2,8,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T10:00:00,27.7,28.1,16.3,50.08,0,0,,0,0,23,7.5,41,1018.3,59.7,10.2,7,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T11:00:00,28.9,29.1,16.1,45.88,0,0,,0,0,28.4,4,40,1018.4,78.1,10.2,5,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T12:00:00,32.2,31.9,15.4,36.5,0,0,,0,0,31.3,4.2,61,1017.9,81.1,10.2,3,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T13:00:00,31.2,30.6,14.1,35.32,0,0,,0,0,32,7.6,61,1017.4,81.3,10.2,4,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T14:00:00,32.6,31.9,14.1,32.65,0,0,,0,0,29.9,4.3,51,1017.5,99.8,10.2,3,0,0,,Overcast,cloudy,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T15:00:00,34,33.1,13.5,29.11,0,0,,0,0,33.8,4.3,52,1017.1,81.5,10.2,3,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
bucharest,2023-08-19T16:00:00,35.5,34.5,13.1,26.03,0,0,,0,0,33.5,7.6,33,1016.7,81.5,10.2,2,0,0,,Partially cloudy,partly-cloudy-day,"F0727,15422099999,15419099999,15455099999,15420099999,15421099999,15402099999"
